fold,running_loss,val_loss,val_accuracy,f1_score,model_name
1,0.15387004241791546,0.4855975221525126,89.6,0.8953656170935683, EfficientNet
2,0.15902558678142334,0.4877964458741548,89.22105263157894,0.8924803199578883, EfficientNet
3,0.14532828900474934,0.5544140650299555,88.14035087719299,0.8811007929136605, EfficientNet
4,0.15168839222443206,0.551004964351913,88.42105263157895,0.8851961657245485, EfficientNet
5,0.15366102929575123,0.5325482935485986,88.54736842105264,0.8853923534718001, EfficientNet
